date,DXY Return (%),US10Y Percent Change,DXY Ret. Chg. ,US10Y Ret. Chg. ,Return 
28/04/2015,-1.33,3.37,0.12,-2.72,-1.30
05/05/2015,-0.49,7.74,-0.63,1.30,0.33
12/05/2015,-0.86,5.39,0.76,-0.30,0.23
19/05/2015,2.35,-0.09,-3.73,-1.02,-2.37
26/05/2015,1.03,-1.26,-0.56,13.01,6.23
02/06/2015,-2.15,-1.36,-3.09,0.09,-1.50
09/06/2015,-0.51,9.77,-0.76,-8.16,-4.46
16/06/2015,-0.51,0.42,0.00,-0.96,-0.48
23/06/2015,0.49,-2.01,-1.96,-5.78,-3.87
30/06/2015,1.59,1.96,2.24,-1.98,0.13
07/07/2015,0.58,-1.67,-0.64,-1.85,-1.24
14/07/2015,1.21,0.51,1.09,-1.31,-0.11
21/07/2015,-1.56,-0.17,-2.29,-1.33,-1.81
28/07/2015,1.03,-3.56,-1.66,20.04,9.19
04/08/2015,-0.34,-1.85,-1.33,-0.48,-0.91
11/08/2015,-0.35,-0.72,0.03,-0.61,-0.29
18/08/2015,-3.63,-1.71,9.37,1.39,5.38
25/08/2015,2.83,-4.59,-1.78,1.68,-0.05
01/09/2015,0.2,5.20,-0.93,-2.13,-1.53
08/09/2015,-0.93,-0.39,-5.65,-1.07,-3.36
15/09/2015,0.67,1.95,-1.72,-6.02,-3.87
22/09/2015,0.15,-1.08,-0.78,-1.55,-1.17
29/09/2015,0.08,-3.37,-0.47,2.12,0.83
06/10/2015,-1.32,-3.68,-17.50,0.09,-8.70
13/10/2015,0.13,2.50,-1.10,-1.68,-1.39
20/10/2015,2,-2.72,14.38,-2.09,6.15
27/10/2015,0.07,0.98,-0.97,-1.36,-1.16
03/11/2015,2.11,5.73,29.14,4.84,16.99
10/11/2015,0.46,5.97,-0.78,0.04,-0.37
17/11/2015,0.36,-1.13,-0.22,-1.19,-0.70
24/11/2015,0.37,-1.23,0.03,0.09,0.06
01/12/2015,-1.51,-2.20,-5.08,0.79,-2.15
08/12/2015,-1.07,2.25,-0.29,-2.02,-1.16
15/12/2015,0.88,-1.42,-1.82,-1.63,-1.73
22/12/2015,-0.55,0.63,-1.63,-1.44,-1.53
29/12/2015,0.97,1.61,-2.76,1.56,-0.60
05/01/2016,-0.14,-0.11,-1.14,-1.07,-1.11
12/01/2016,0.4,-5.09,-3.86,45.25,20.70
19/01/2016,0.24,-3.93,-0.40,-0.23,-0.31
26/01/2016,-0.36,-1.91,-2.50,-0.51,-1.51
02/02/2016,-2.45,-3.35,5.81,0.76,3.28
09/02/2016,-0.61,-7.14,-0.75,1.13,0.19
16/02/2016,1.46,-5.77,-3.39,-0.19,-1.79
23/02/2016,0.85,2.97,-0.42,-1.52,-0.97
01/03/2016,-1.16,-0.45,-2.36,-1.15,-1.76
08/03/2016,-0.46,5.69,-0.60,-13.56,-7.08
15/03/2016,-1.38,4.95,2.00,-0.13,0.94
22/03/2016,0.68,-1.64,-1.49,-1.33,-1.41
29/03/2016,-1.49,-2.37,-3.19,0.45,-1.37
05/04/2016,-0.59,-4.83,-0.60,1.04,0.22
12/04/2016,0.57,-2.36,-1.97,-0.51,-1.24
19/04/2016,0.37,2.30,-0.35,-1.98,-1.16
26/04/2016,-2.33,6.40,-7.30,1.79,-2.76
03/05/2016,1.64,-2.53,-1.70,-1.40,-1.55
10/05/2016,0.45,-3.79,-0.73,0.50,-0.11
17/05/2016,0.7,-2.03,0.56,-0.47,0.05
24/05/2016,0.3,6.55,-0.57,-4.23,-2.40
31/05/2016,-1.7,-0.35,-6.67,-1.05,-3.86
07/06/2016,0.5,-4.52,-1.29,11.89,5.30
14/06/2016,-0.81,-6.24,-2.62,0.38,-1.12
21/06/2016,3.13,-1.21,-4.86,-0.81,-2.84
28/06/2016,-1.13,-3.06,-1.36,1.53,0.08
05/07/2016,1.17,-8.14,-2.04,1.66,-0.19
12/07/2016,-0.01,-2.27,-1.01,-0.72,-0.87
19/07/2016,0.76,9.14,-77.00,-5.03,-41.02
26/07/2016,-1.62,1.55,-3.13,-0.83,-1.98
02/08/2016,0.72,-4.06,-1.44,-3.63,-2.54
09/08/2016,-0.8,3.04,-2.11,-1.75,-1.93
16/08/2016,-1.16,-1.16,0.45,-1.38,-0.46
23/08/2016,1.12,0.91,-1.97,-1.79,-1.88
30/08/2016,0.21,1.67,-0.81,0.84,0.01
06/09/2016,-0.71,-0.32,-4.38,-1.19,-2.79
13/09/2016,0.78,4.51,-2.10,-15.24,-8.67
20/09/2016,-0.55,3.28,-1.71,-0.27,-0.99
27/09/2016,0.46,-5.18,-1.84,-2.58,-2.21
04/10/2016,1.22,-0.12,1.65,-0.98,0.34
11/10/2016,1,8.23,-0.18,-67.33,-33.76
18/10/2016,0.8,1.69,-0.20,-0.79,-0.50
25/10/2016,-0.22,-0.68,-1.28,-1.40,-1.34
01/11/2016,-0.68,4.20,2.09,-7.21,-2.56
08/11/2016,2.38,-0.44,-4.50,-1.10,-2.80
15/11/2016,0.94,18.84,-0.61,-44.19,-22.40
22/11/2016,0.28,5.90,-0.70,-0.69,-0.69
29/11/2016,-1.17,1.61,-5.18,-0.73,-2.95
06/12/2016,0.82,2.78,-1.70,0.73,-0.49
13/12/2016,2.16,1.50,1.63,-0.46,0.59
20/12/2016,-0.2,5.50,-1.09,2.67,0.79
27/12/2016,-0.06,-0.58,-0.70,-1.11,-0.90
03/01/2017,-0.91,-3.13,14.17,4.36,9.27
10/01/2017,-0.32,-2.95,-0.65,-0.06,-0.35
17/01/2017,-1.42,-1.44,3.44,-0.51,1.46
24/01/2017,0.27,3.48,-1.19,-3.43,-2.31
31/01/2017,-0.52,1.80,-2.93,-0.48,-1.71
07/02/2017,1.05,-1.60,-3.02,-1.89,-2.46
14/02/2017,-0.01,-1.79,-1.01,0.12,-0.45
21/02/2017,0.18,1.76,-19.00,-1.98,-10.49
28/02/2017,0.5,-3.53,1.78,-3.00,-0.61
07/03/2017,-0.26,5.24,-1.52,-2.49,-2.00
14/03/2017,-0.96,4.18,2.69,-0.20,1.24
21/03/2017,-1.23,-4.09,0.28,-1.98,-0.85
28/03/2017,1.38,-3.46,-2.12,-0.15,-1.14
04/04/2017,0.48,-0.75,-0.65,-0.78,-0.72
11/04/2017,-0.71,-1.43,-2.48,0.90,-0.79
18/04/2017,-1.21,-4.68,0.70,2.28,1.49
25/04/2017,0.05,1.07,-1.04,-1.23,-1.14
02/05/2017,0.01,1.86,-0.80,0.73,-0.03
09/05/2017,-0.24,2.86,-25.00,0.54,-12.23
16/05/2017,-1.95,-0.51,7.13,-1.18,2.97
23/05/2017,0.51,-4.92,-1.26,8.72,3.73
30/05/2017,-0.69,-0.07,-2.35,-0.99,-1.67
06/06/2017,0.35,-2.88,-1.51,42.03,20.26
13/06/2017,0.4,1.01,0.14,-1.35,-0.60
20/06/2017,-0.1,-1.64,-1.25,-2.62,-1.93
27/06/2017,-1.26,-0.09,11.60,-0.94,5.33
04/07/2017,-0.16,5.80,-0.87,-63.81,-32.34
11/07/2017,-0.96,3.52,5.00,-0.39,2.30
18/07/2017,-1.21,-2.11,0.26,-1.60,-0.67
25/07/2017,-1.19,-1.90,-0.02,-0.10,-0.06
01/08/2017,0.61,0.88,-1.51,-1.46,-1.49
08/08/2017,0.03,-1.22,-0.95,-2.39,-1.67
15/08/2017,-0.39,-1.85,-14.00,0.52,-6.74
22/08/2017,-0.96,-0.99,1.46,-0.47,0.50
29/08/2017,0.47,-1.73,-1.49,0.74,-0.37
05/09/2017,-0.84,-1.80,-2.79,0.04,-1.37
12/09/2017,0.21,-0.99,-1.25,-0.45,-0.85
19/09/2017,0.65,5.23,2.10,-6.29,-2.10
26/09/2017,0.98,1.81,0.51,-0.65,-0.07
03/10/2017,0.19,3.11,-0.81,0.72,-0.04
10/10/2017,-0.49,1.12,-3.58,-0.64,-2.11
17/10/2017,0.71,-1.62,-2.45,-2.45,-2.45
24/10/2017,0.59,2.60,-0.17,-2.60,-1.39
31/10/2017,0.24,1.77,-0.59,-0.32,-0.46
07/11/2017,-0.24,-3.07,-2.00,-2.73,-2.37
14/11/2017,-0.43,1.11,0.79,-1.36,-0.29
21/11/2017,-1.25,-0.42,1.91,-1.38,0.26
28/11/2017,0.31,-1.10,-1.25,1.61,0.18
05/12/2017,0.73,2.06,1.35,-2.87,-0.76
12/12/2017,-0.18,-0.17,-1.25,-1.08,-1.16
19/12/2017,-0.37,0.34,1.06,-3.00,-0.97
26/12/2017,-1.32,4.11,2.57,11.21,6.89
02/01/2018,0.23,-2.12,-1.17,-1.51,-1.34
09/01/2018,-2.05,2.25,-9.91,-2.06,-5.99
16/01/2018,-0.04,2.54,-0.98,0.13,-0.42
23/01/2018,-1.21,3.10,29.25,0.22,14.74
30/01/2018,0.27,1.91,-1.22,-0.39,-0.80
06/02/2018,0.74,3.96,1.74,1.08,1.41
13/02/2018,-1.23,2.23,-2.66,-0.44,-1.55
20/02/2018,0.81,1.69,-1.66,-0.24,-0.95
27/02/2018,0.29,0.35,-0.64,-0.80,-0.72
06/03/2018,-0.2,-1.38,-1.69,-4.99,-3.34
13/03/2018,0,0.42,-1.00,-1.30,-1.15
20/03/2018,-0.97,-0.97,0.00,-3.32,-1.66
27/03/2018,1.15,-0.35,-2.19,-0.64,-1.41
03/04/2018,-0.23,-2.70,-1.20,6.68,2.74
10/04/2018,-0.46,1.32,1.00,-1.49,-0.25
17/04/2018,1.69,0.86,-4.67,-0.35,-2.51
24/04/2018,0.99,4.54,-0.41,4.29,1.94
01/05/2018,0.99,1.22,0.00,-0.73,-0.37
08/05/2018,-0.17,-0.87,-1.17,-1.71,-1.44
15/05/2018,1.18,1.62,-7.94,-2.86,-5.40
22/05/2018,0.79,2.40,-0.33,0.48,0.07
29/05/2018,-0.42,-4.99,-1.53,-3.08,-2.31
05/06/2018,-0.47,-1.32,0.12,-0.74,-0.31
12/06/2018,1.25,2.29,-3.66,-2.74,-3.20
19/06/2018,-0.5,-0.61,-1.40,-1.27,-1.33
26/06/2018,0.63,-1.23,-2.26,1.01,-0.62
03/07/2018,-0.83,-1.80,-2.32,0.46,-0.93
10/07/2018,0.46,0.12,-1.55,-1.07,-1.31
17/07/2018,0.17,0.02,-0.63,-0.86,-0.74
24/07/2018,-0.33,1.97,-2.94,110.98,54.02
31/07/2018,1.06,2.07,-4.21,0.05,-2.08
07/08/2018,1.08,0.20,0.02,-0.90,-0.44
14/08/2018,-0.51,-2.15,-1.47,-11.65,-6.56
21/08/2018,-1.17,-1.79,1.29,-0.17,0.56
28/08/2018,0.36,-0.56,-1.31,-0.69,-1.00
04/09/2018,0.03,1.39,-0.92,-3.48,-2.20
11/09/2018,-0.67,1.76,-23.33,0.26,-11.54
18/09/2018,-0.26,2.25,-0.61,0.28,-0.16
25/09/2018,1.1,2.87,-5.23,0.27,-2.48
02/10/2018,0.49,-0.58,-0.55,-1.20,-0.88
09/10/2018,-0.73,4.34,-2.49,-8.43,-5.46
16/10/2018,0.99,-0.91,-2.36,-1.21,-1.78
23/10/2018,0.59,0.63,-0.40,-1.70,-1.05
30/10/2018,-0.24,-2.57,-1.41,-5.07,-3.24
06/11/2018,1.24,2.64,-6.17,-2.03,-4.10
13/11/2018,-1.38,0.36,-2.11,-0.86,-1.49
20/11/2018,0.91,-3.49,-1.66,-10.66,-6.16
27/11/2018,-0.03,-0.84,-1.03,-0.76,-0.90
04/12/2018,0.19,-2.03,-7.33,1.40,-2.96
11/12/2018,-0.12,-4.44,-1.63,1.19,-0.22
18/12/2018,-0.57,0.45,3.75,-1.10,1.32
25/12/2018,-0.39,-3.67,-0.32,-9.08,-4.70
01/01/2019,-0.48,-0.90,0.23,-0.75,-0.26
08/01/2019,-0.13,-3.04,-0.73,2.37,0.82
15/01/2019,0.78,2.25,-7.00,-1.74,-4.37
22/01/2019,-0.61,1.05,-1.78,-0.54,-1.16
29/01/2019,0.1,-0.38,-1.16,-1.36,-1.26
05/02/2019,1.26,-1.75,11.60,3.59,7.59
12/02/2019,-0.14,-1.19,-1.11,-0.32,-0.72
19/02/2019,-0.53,0.30,2.79,-1.25,0.77
26/02/2019,0.28,-0.37,-1.53,-2.25,-1.89
05/03/2019,0.56,2.41,1.00,-7.42,-3.21
12/03/2019,-0.72,-3.08,-2.29,-2.28,-2.28
19/03/2019,0.05,-1.21,-1.07,-0.61,-0.84
26/03/2019,0.7,-5.21,13.00,3.30,8.15
02/04/2019,-0.21,-1.62,-1.30,-0.69,-0.99
09/04/2019,-0.11,3.29,-0.48,-3.03,-1.75
16/04/2019,0.35,1.11,-4.18,-0.66,-2.42
23/04/2019,0.6,1.57,0.71,0.41,0.56
30/04/2019,-0.35,-2.09,-1.58,-2.33,-1.96
07/05/2019,-0.21,-0.48,-0.40,-0.77,-0.59
14/05/2019,0.63,-2.70,-4.00,4.69,0.35
21/05/2019,-0.18,-1.88,-1.29,-0.30,-0.80
28/05/2019,-0.62,-3.33,2.44,0.77,1.61
04/06/2019,-0.39,-6.90,-0.37,1.07,0.35
11/06/2019,0.83,-1.57,-3.13,-0.77,-1.95
18/06/2019,-1.62,-1.51,-2.95,-0.04,-1.50
25/06/2019,0.9,-3.25,-1.56,1.16,-0.20
02/07/2019,0.56,-0.59,-0.38,-0.82,-0.60
09/07/2019,-0.46,0.79,-1.82,-2.34,-2.08
16/07/2019,0.34,3.84,-1.74,3.84,1.05
23/07/2019,0.8,-2.47,1.35,-1.64,-0.14
30/07/2019,-0.55,0.49,-1.69,-1.20,-1.44
06/08/2019,-0.12,-10.36,-0.78,-22.30,-11.54
13/08/2019,1,-8.21,-9.33,-0.21,-4.77
20/08/2019,-0.27,-8.12,-1.27,-0.01,-0.64
27/08/2019,0.98,-0.64,-4.63,-0.92,-2.78
03/09/2019,-0.77,-4.32,-1.79,5.74,1.98
10/09/2019,0.38,6.94,-1.49,-2.61,-2.05
17/09/2019,-0.05,14.48,-1.13,1.09,-0.02
24/09/2019,0.79,-4.40,-16.80,-1.30,-9.05
01/10/2019,-0.39,-2.76,-1.49,-0.37,-0.93
08/10/2019,-0.55,-8.17,0.41,1.96,1.18
15/10/2019,-1.14,9.38,1.07,-2.15,-0.54
22/10/2019,0.44,4.27,-1.39,-0.54,-0.97
29/10/2019,-0.26,2.03,-1.59,-0.52,-1.06
05/11/2019,0.71,-1.99,-3.73,-1.98,-2.86
12/11/2019,-0.42,7.20,-1.59,-4.61,-3.10
19/11/2019,0.54,-3.66,-2.29,-1.51,-1.90
26/11/2019,-0.47,-4.05,-1.87,0.11,-0.88
03/12/2019,-0.22,1.20,-0.53,-1.30,-0.91
10/12/2019,-0.58,2.42,1.64,1.02,1.33
17/12/2019,0.61,2.20,-2.05,-0.09,-1.07
24/12/2019,-0.94,3.23,-2.54,0.47,-1.04
31/12/2019,-0.07,-0.94,-0.93,-1.29,-1.11
07/01/2020,0.7,-3.68,-11.00,2.93,-4.04
14/01/2020,0.25,0.77,-0.64,-1.21,-0.93
21/01/2020,0.38,-2.11,0.52,-3.76,-1.62
28/01/2020,-0.16,-6.15,-1.42,1.91,0.24
04/02/2020,1.05,-7.56,-7.56,0.23,-3.67
11/02/2020,0.29,2.81,-0.72,-1.37,-1.05
18/02/2020,0.17,-1.09,-0.41,-1.39,-0.90
25/02/2020,-1.94,-8.95,-12.41,7.23,-2.59
03/03/2020,-2.53,-18.90,0.30,1.11,0.71
10/03/2020,3.36,-32.31,-2.33,0.71,-0.81
17/03/2020,4.49,10.30,0.34,-1.32,-0.49
24/03/2020,-3.23,9.79,-1.72,-0.05,-0.88
31/03/2020,1.52,-20.54,-1.47,-3.10,-2.28
07/04/2020,-1.33,-14.10,-1.88,-0.31,-1.09
14/04/2020,0.61,14.74,-1.46,-2.05,-1.75
21/04/2020,0.08,-17.88,-0.87,-2.21,-1.54
28/04/2020,-0.56,0.97,-8.00,-1.05,-4.53
05/05/2020,0.76,2.56,-2.36,1.64,-0.36
12/05/2020,-0.57,7.79,-1.75,2.05,0.15
19/05/2020,0.19,-3.47,-1.33,-1.45,-1.39
26/05/2020,-2.03,1.42,-11.68,-1.41,-6.55
02/06/2020,-1.24,-0.52,-0.39,-1.36,-0.88
09/06/2020,0.06,25.22,-1.05,-49.82,-25.44
16/06/2020,0.37,-15.17,5.17,-1.60,1.78
23/06/2020,0.52,0.00,0.41,-1.00,-0.30
30/06/2020,-0.77,-7.54,-2.48,0.00,-1.24
07/07/2020,-0.34,2.34,-0.56,-1.31,-0.93
14/07/2020,-0.65,-5.24,0.91,-3.24,-1.16
21/07/2020,-2.25,-2.49,2.46,-0.52,0.97
28/07/2020,-0.18,-4.47,-0.92,0.79,-0.06
04/08/2020,0.09,-7.69,-1.50,0.72,-0.39
11/08/2020,-0.78,5.07,-9.67,-1.66,-5.66
18/08/2020,0.48,19.66,-1.62,2.87,0.63
25/08/2020,-1.24,-4.61,-3.58,-1.23,-2.41
01/09/2020,0.63,7.85,-1.51,-2.70,-2.11
08/09/2020,0.38,-5.46,-0.40,-1.70,-1.05
15/09/2020,0.5,1.33,0.32,-1.24,-0.46
22/09/2020,0.77,0.58,0.54,-0.56,-0.01
29/09/2020,-0.8,-2.91,-2.04,-5.97,-4.00
06/10/2020,-0.47,8.08,-0.41,-3.78,-2.10
13/10/2020,0.39,8.03,-1.83,-0.01,-0.92
20/10/2020,-0.41,-2.05,-2.05,-1.26,-1.65
27/10/2020,1.07,8.64,-3.61,-5.21,-4.41
03/11/2020,-1.4,3.37,-2.31,-0.61,-1.46
10/11/2020,-0.17,1.17,-0.88,-0.65,-0.77
17/11/2020,-0.06,2.25,-0.65,0.93,0.14
24/11/2020,-0.69,-2.87,10.50,-2.28,4.11
01/12/2020,-1.18,0.93,0.71,-1.32,-0.31
08/12/2020,-0.09,8.05,-0.92,7.67,3.37
15/12/2020,-0.74,-2.34,7.22,-1.29,2.97
22/12/2020,0.33,2.18,-1.45,-1.93,-1.69
29/12/2020,-0.51,0.75,-2.55,-0.66,-1.60
05/01/2021,0.73,-0.79,-2.43,-2.06,-2.25
12/01/2021,0.27,18.40,-0.63,-24.18,-12.41
19/01/2021,-0.43,0.45,-2.59,-0.98,-1.78
26/01/2021,0.7,-2.78,-2.63,-7.17,-4.90
02/02/2021,-0.1,0.18,-1.14,-1.07,-1.10
09/02/2021,-0.64,7.92,5.40,41.92,23.66
16/02/2021,-0.38,2.60,-0.41,-0.67,-0.54
23/02/2021,1.14,10.77,-4.00,3.14,-0.43
02/03/2021,1.39,8.56,0.22,-0.21,0.01
09/03/2021,-0.52,6.64,-1.37,-0.22,-0.80
16/03/2021,-0.03,3.11,-0.94,-0.53,-0.74
23/03/2021,1.24,5.66,-42.33,0.82,-20.76
30/03/2021,-0.37,-0.24,-1.30,-1.04,-1.17
06/04/2021,-0.5,2.03,0.35,-9.52,-4.58
13/04/2021,-1.16,-2.69,1.32,-2.33,-0.50
20/04/2021,-0.29,-4.09,-0.75,0.52,-0.12
27/04/2021,0.15,-0.63,-1.52,-0.85,-1.18
04/05/2021,-0.81,3.03,-6.40,-5.83,-6.12
11/05/2021,0.01,-1.59,-1.01,-1.53,-1.27
18/05/2021,-0.43,2.74,-44.00,-2.72,-23.36
25/05/2021,0.01,-1.82,-1.02,-1.66,-1.34
01/06/2021,0.12,-1.51,11.00,-0.17,5.42
08/06/2021,0.63,-1.35,4.25,-0.11,2.07
15/06/2021,1.48,-5.58,1.35,3.15,2.25
22/06/2021,0.02,1.08,-0.99,-1.19,-1.09
29/06/2021,0.41,-0.13,19.50,-1.12,9.19
06/07/2021,-0.03,-4.46,-1.07,32.54,15.74
13/07/2021,0.72,-5.23,-25.00,0.17,-12.41
20/07/2021,-0.26,-5.74,-1.36,0.10,-0.63
27/07/2021,-0.65,0.00,1.50,-1.00,0.25
03/08/2021,0.98,-3.74,-2.51,0.00,-1.25
10/08/2021,-0.34,4.05,-1.35,-2.08,-1.71
17/08/2021,0.36,1.56,-2.06,-0.62,-1.34
24/08/2021,-0.33,-3.22,-1.92,-3.07,-2.49
31/08/2021,-0.46,4.44,0.39,-2.38,-0.99
07/09/2021,0.43,0.72,-1.93,-0.84,-1.39
14/09/2021,0.67,-0.41,0.56,-1.57,-0.51
21/09/2021,0.15,0.76,-0.78,-2.83,-1.80
28/09/2021,0.46,8.41,2.07,10.12,6.09
05/10/2021,0.54,4.99,0.17,-0.41,-0.12
12/10/2021,-0.39,4.06,-1.72,-0.19,-0.95
19/10/2021,-0.15,0.29,-0.62,-0.93,-0.77
26/10/2021,0.07,4.42,-1.47,14.51,6.52
02/11/2021,0.18,-5.57,1.57,-2.26,-0.34
09/11/2021,1.45,-3.21,7.06,-0.42,3.32
16/11/2021,1.14,5.96,-0.21,-2.86,-1.54
23/11/2021,-0.17,0.38,-1.15,-0.94,-1.04
30/11/2021,-0.05,-5.51,-0.71,-15.69,-8.20
07/12/2021,0.03,-6.03,-1.60,0.09,-0.75
14/12/2021,0.24,3.09,7.00,-1.51,2.74
21/12/2021,-0.48,-1.63,-3.00,-1.53,-2.26
28/12/2021,0.16,2.52,-1.33,-2.55,-1.94
04/01/2022,-0.26,6.31,-2.63,1.50,-0.56
11/01/2022,-0.76,10.79,1.92,0.71,1.32
18/01/2022,0.69,1.52,-1.91,-0.86,-1.38
25/01/2022,0.65,0.87,-0.06,-0.42,-0.24
01/02/2022,-1.18,1.12,-2.82,0.28,-1.27
08/02/2022,1.02,4.09,-1.86,2.66,0.40
15/02/2022,-0.34,5.42,-1.33,0.32,-0.50
22/02/2022,0.7,-0.96,-3.06,-1.18,-2.12
01/03/2022,2.67,-3.61,2.81,2.77,2.79
08/03/2022,-0.23,-3.91,-1.09,0.08,-0.50
15/03/2022,-0.57,12.20,1.48,-4.12,-1.32
22/03/2022,0.6,9.99,-2.05,-0.18,-1.12
29/03/2022,-0.1,6.95,-1.17,-0.30,-0.74
05/04/2022,0.95,0.08,-10.50,-0.99,-5.74
12/04/2022,0.85,12.31,-0.11,146.88,73.39
19/04/2022,0.96,4.72,0.13,-0.62,-0.24
26/04/2022,1.96,0.65,1.04,-0.86,0.09
03/05/2022,-0.09,2.04,-1.05,2.11,0.53
10/05/2022,0.52,4.27,-6.78,1.10,-2.84
17/05/2022,-2.03,-3.96,-4.90,-1.93,-3.42
24/05/2022,-0.7,-2.82,-0.66,-0.29,-0.47
31/05/2022,1.06,-1.89,-2.51,-0.33,-1.42
07/06/2022,2.58,7.05,1.43,-4.72,-1.65
14/06/2022,-0.57,8.76,-1.22,0.24,-0.49
21/06/2022,-0.52,2.00,-0.09,-0.77,-0.43
28/06/2022,1.2,-4.15,-3.31,-3.07,-3.19
05/07/2022,2.69,-6.69,1.24,0.61,0.93
12/07/2022,-0.6,1.73,-1.22,-1.26,-1.24
19/07/2022,-0.83,-1.40,0.38,-1.81,-0.71
26/07/2022,-0.97,-2.91,0.17,1.08,0.62
02/08/2022,0.94,-6.00,-1.97,1.06,-0.45
09/08/2022,0.1,2.45,-0.89,-1.41,-1.15
16/08/2022,2.35,2.10,22.50,-0.14,11.18
23/08/2022,-0.19,5.18,-1.08,1.47,0.19
30/08/2022,0.63,3.91,-4.32,-0.24,-2.28
06/09/2022,-1.1,4.96,-2.75,0.27,-1.24
13/09/2022,1.3,3.12,-2.18,-0.37,-1.28
20/09/2022,3.97,4.14,2.05,0.32,1.19
27/09/2022,-2.06,7.94,-1.52,0.92,-0.30
04/10/2022,1.24,-0.80,-1.60,-1.10,-1.35
11/10/2022,-0.97,3.56,-1.78,-5.45,-3.62
18/10/2022,-0.04,3.36,-0.96,-0.06,-0.51
25/10/2022,-0.41,5.17,9.25,0.54,4.89
01/11/2022,-1.26,-3.58,2.07,-1.69,0.19
08/11/2022,-3.14,2.87,1.49,-1.80,-0.15
15/11/2022,1.11,-5.99,-1.35,-3.09,-2.22
22/11/2022,-1.08,-3.46,-1.97,-0.42,-1.20
29/11/2022,-1.3,-1.66,0.20,-0.52,-0.16
06/12/2022,-0.15,-3.82,-0.88,1.30,0.21
13/12/2022,-0.39,-1.35,1.60,-0.65,0.48
20/12/2022,-0.39,0.45,0.00,-1.34,-0.67
27/12/2022,-0.76,5.69,0.95,11.51,6.23
