Date,Open,High,Low,Close,Ret
01/01/2000,101.669998,101.830002,99.709999,100.800003,0
08/01/2000,100.699997,101.970001,100.239998,101.720001,0.912696401
15/01/2000,101.809998,102.110001,101.120003,101.760002,0.039324616
22/01/2000,102.230003,104.739998,101.839996,104.480003,2.672956905
29/01/2000,104.449997,105.360001,103.419998,104.290001,-0.181854895
05/02/2000,104.300003,104.910004,103.360001,104.190002,-0.095885511
12/02/2000,104.199997,105.080002,103.669998,104.629997,0.422300597
19/02/2000,104.389999,105.5,102.919998,105.260002,0.602126558
26/02/2000,105.279999,106.860001,104.589996,106,0.703019177
04/03/2000,106.209999,106.610001,105.220001,105.709999,-0.273585849
11/03/2000,105.760002,105.889999,104.839996,105.199997,-0.482453888
18/03/2000,105.32,106.339996,104.650002,104.769997,-0.408745259
25/03/2000,104.669998,106.519997,104.480003,105.440002,0.63950083
01/04/2000,105.610001,106.18,104.230003,105.970001,0.502654581
08/04/2000,106.080002,106.419998,105.480003,105.75,-0.207606868
15/04/2000,105.300003,107.550003,104.959999,107.449997,1.607562175
22/04/2000,107.080002,110.32,106.779999,110.139999,2.503491927
29/04/2000,109.900002,112.230003,109.510002,111.309998,1.062283467
06/05/2000,111.309998,111.860001,109.800003,109.900002,-1.266728978
13/05/2000,109.910004,112.860001,109.809998,111.470001,1.428570493
20/05/2000,111.480003,111.970001,109,109.120003,-2.108188731
27/05/2000,109.029999,109.519997,107.400002,108.120003,-0.916422262
03/06/2000,107.809998,108.040001,105.559998,106.989998,-1.045139631
10/06/2000,107.059998,107.370003,105.919998,105.959999,-0.962705878
17/06/2000,106,108.199997,105.589996,108.010002,1.934695186
24/06/2000,108.059998,108.639999,106.370003,106.839996,-1.083238569
01/07/2000,106.82,107.690002,106.699997,107.650002,0.758148662
08/07/2000,107.529999,108.93,106.779999,108.449997,0.743144436
15/07/2000,108.32,109.919998,108.290001,108.419998,-0.027661596
22/07/2000,108.510002,109.870003,107.830002,109.739998,1.217487571
29/07/2000,109.760002,111.650002,109.349998,110.849998,1.011481702
05/08/2000,110.849998,111.709999,110.290001,111.209999,0.324764101
12/08/2000,111.209999,111.589996,110.099998,111.010002,-0.179837246
19/08/2000,110.93,112.260002,110.839996,111.349998,0.306275105
26/08/2000,111.260002,112.93,111.07,111.419998,0.062864842
02/09/2000,111.610001,114.900002,111.5,114.339996,2.620712666
09/09/2000,114.809998,115.989998,114.120003,115.940002,1.399340612
16/09/2000,116.110001,116.75,111.620003,113.559998,-2.052789338
23/09/2000,113.419998,114.199997,112.639999,113.25,-0.272981688
30/09/2000,113.139999,115.029999,112.949997,114.849998,1.412801766
07/10/2000,114.660004,115.959999,113.870003,115.860001,0.879410551
14/10/2000,115.809998,117.870003,115.510002,117.160004,1.122046426
21/10/2000,117.190002,119.07,117,117.389999,0.19630846
28/10/2000,117.370003,117.690002,112.75,114.970001,-2.061502701
04/11/2000,114.919998,116.620003,114.349998,115.790001,0.713229532
11/11/2000,115.730003,117.349998,115.269997,117.309998,1.312718704
18/11/2000,117.199997,118.690002,116.919998,118.480003,0.997361708
25/11/2000,118.540001,118.610001,114.610001,114.730003,-3.165091074
02/12/2000,114.699997,114.940002,112.790001,114.050003,-0.592695879
09/12/2000,114.07,115.18,112.480003,112.900002,-1.00833053
16/12/2000,112.980003,113.660004,110.470001,110.82,-1.842340091
23/12/2000,110.459999,110.830002,109.459999,109.559998,-1.136980689
30/12/2000,109.330002,110.400002,108.089996,108.419998,-1.040525758
06/01/2001,108.330002,110.099998,108.230003,109.360001,0.867001492
13/01/2001,109.940002,111.099998,109.370003,110.660004,1.188737187
20/01/2001,110.529999,112.650002,109.739998,111.459999,0.722930572
27/01/2001,111.529999,112.080002,109.400002,110.32,-1.022787556
03/02/2001,110.199997,112.57,109.480003,111.519997,1.087742023
10/02/2001,111.650002,113.279999,111.040001,112.260002,0.663562608
17/02/2001,112.519997,113.620003,111.68,112.029999,-0.204884194
24/02/2001,112.169998,113.07,110.82,111.169998,-0.767652421
03/03/2001,111.129997,112.010002,110.93,111.440002,0.242874881
10/03/2001,111.470001,115.760002,111.379997,115.32,3.481692328
17/03/2001,115.260002,116.790001,113.790001,115.940002,0.537636143
24/03/2001,116.050003,117.629997,114.949997,117.370003,1.233397426
31/03/2001,117.699997,117.82,114.360001,114.75,-2.232259464
07/04/2001,114.709999,116.660004,114.610001,115.540001,0.688454031
14/04/2001,116.370003,117.559998,114.230003,114.32,-1.055912229
21/04/2001,114.190002,115.849998,113.860001,115.620003,1.137161477
28/04/2001,115.669998,116.139999,114.269997,114.93,-0.596785143
05/05/2001,115.160004,117.080002,115.089996,116.839996,1.661877665
12/05/2001,116.959999,117.339996,115.739998,116.410004,-0.368017815
19/05/2001,116.370003,118.760002,116.139999,118.18,1.520484442
26/05/2001,118.040001,119.389999,117.970001,118.889999,0.600777627
02/06/2001,119.139999,119.660004,118.32,119.209999,0.269156365
09/06/2001,119.349998,120.330002,117.43,118.290001,-0.771745665
16/06/2001,118.199997,119.620003,118.010002,118.910004,0.524138131
23/06/2001,118.760002,120.129997,117.790001,119.43,0.437302147
30/06/2001,119.389999,121.019997,119.239998,119.900002,0.393537637
07/07/2001,119.93,120.199997,118.120003,119.330002,-0.475396156
14/07/2001,119.220001,119.93,116.650002,117.209999,-1.776588422
21/07/2001,117.470001,118.099998,116.339996,116.940002,-0.230353214
28/07/2001,116.879997,117.459999,115.800003,116.139999,-0.684114064
04/08/2001,116.260002,117.160004,114.989998,115.290001,-0.731873607
11/08/2001,115.269997,115.419998,112.449997,112.989998,-1.994971793
18/08/2001,113.080002,113.82,112.32,113.330002,0.300915131
25/08/2001,113.400002,114.269997,112.540001,113.419998,0.079410569
01/09/2001,113.480003,116.080002,113.400002,114.050003,0.555462009
08/09/2001,113.919998,114.830002,113.779999,114.57,0.455937735
15/09/2001,111.980003,113.440002,111.309998,113.040001,-1.33542725
22/09/2001,112.809998,113.690002,112.040001,113.480003,0.389244512
29/09/2001,113.690002,113.730003,112.559998,112.910004,-0.502290258
06/10/2001,112.739998,114.870003,112.269997,113.889999,0.867943464
13/10/2001,113.480003,115.040001,113.400002,114.860001,0.851700771
20/10/2001,114.889999,116.269997,114.790001,115.650002,0.687794701
27/10/2001,115.18,115.610001,113.660004,114.540001,-0.959793325
03/11/2001,114.879997,115.519997,114.169998,115.089996,0.480177226
10/11/2001,115.129997,116.830002,114.339996,116.410004,1.146935482
17/11/2001,116.660004,117.419998,116.330002,117.330002,0.790308366
24/11/2001,117.129997,117.43,115.220001,116.129997,-1.022760572
01/12/2001,115.610001,116.639999,115.480003,116.150002,0.017226385
08/12/2001,116.059998,116.760002,114.830002,114.93,-1.05036761
15/12/2001,115.029999,117.059998,114.43,116.980003,1.783697033
22/12/2001,116.650002,118.260002,116.559998,117.260002,0.239356294
29/12/2001,117.260002,117.419998,115.540001,116.330002,-0.793109316
05/01/2002,115.980003,117.349998,115.849998,116.639999,0.266480697
12/01/2002,116.510002,118.110001,116.339996,117.510002,0.745887352
19/01/2002,117.599998,119.989998,117.349998,119.849998,1.99131645
26/01/2002,119.699997,120.510002,119.120003,119.790001,-0.050060076
02/02/2002,119.830002,119.93,118.739998,118.980003,-0.676181646
09/02/2002,119.080002,119.370003,118.099998,118.599998,-0.319385603
16/02/2002,118.459999,119.370003,118.089996,118.480003,-0.101176224
23/02/2002,118.580002,120.040001,118.410004,119.400002,0.7765015
02/03/2002,119.379997,119.489998,116.760002,117.989998,-1.180907853
09/03/2002,117.949997,118.43,116.82,117.220001,-0.652595146
16/03/2002,117.660004,118.239998,117.050003,118.050003,0.708071995
23/03/2002,118.129997,118.800003,117.769997,118.620003,0.482846239
30/03/2002,118.559998,118.699997,117.120003,117.690002,-0.784017009
06/04/2002,117.839996,118.349998,117.18,117.739998,0.042481094
13/04/2002,117.480003,117.790001,116.190002,116.290001,-1.231524567
20/04/2002,116.550003,116.779999,115,115.040001,-1.07489895
27/04/2002,114.980003,115.389999,113.5,113.589996,-1.26043549
04/05/2002,113.849998,115.089996,113.389999,113.949997,0.316930199
11/05/2002,113.769997,115.32,112.910004,113,-0.83369638
18/05/2002,113.059998,113.379997,112.160004,112.800003,-0.176988496
25/05/2002,112.870003,113.110001,110.879997,111.809998,-0.877663984
01/06/2002,111.93,112.040001,110.559998,110.989998,-0.733387009
08/06/2002,111.389999,111.470001,110.260002,110.760002,-0.207222276
15/06/2002,110.830002,111.129997,107.959999,108.190002,-2.320332208
22/06/2002,108.07,108.529999,105.370003,106.110001,-1.922544562
29/06/2002,105.760002,107.879997,105.669998,107.669998,1.470169621
06/07/2002,106.459999,107.699997,105.440002,105.889999,-1.653198693
13/07/2002,105.360001,105.889999,103.540001,104.059998,-1.728209479
20/07/2002,104.339996,106.82,104.099998,106.610001,2.450512252
27/07/2002,106.699997,107.910004,106.279999,106.669998,0.056277084
03/08/2002,107.019997,109,106.550003,108.209999,1.443705849
10/08/2002,107.760002,108.300003,106.18,106.720001,-1.376950387
17/08/2002,106.639999,108.480003,106.349998,107.970001,1.171289344
24/08/2002,108.139999,108.260002,106.269997,106.980003,-0.916919506
31/08/2002,106.43,106.839996,105.410004,106.839996,-0.130872122
07/09/2002,106.730003,108.279999,106.580002,108.059998,1.141896336
14/09/2002,108.470001,109.669998,106.779999,107.529999,-0.490467342
21/09/2002,107.519997,108.129997,107.029999,107.529999,0
28/09/2002,107.080002,108.07,106.5,107.599998,0.065097183
05/10/2002,107.760002,108.139999,106.709999,107.25,-0.325276958
12/10/2002,107.050003,108.620003,106.959999,108.519997,1.184146387
19/10/2002,108.379997,108.739998,107.610001,107.919998,-0.55289257
26/10/2002,108.199997,108.330002,105.75,106.080002,-1.704962967
02/11/2002,106.089996,106.419998,104.339996,104.5,-1.489443788
09/11/2002,104.57,105.650002,104.120003,105.040001,0.516747368
16/11/2002,105.139999,106.199997,104.709999,106.120003,1.028181635
23/11/2002,106.269997,106.970001,106.099998,106.410004,0.273276472
30/11/2002,106.57,107.309998,104.919998,105.360001,-0.986752148
07/12/2002,105.160004,105.629997,103.830002,103.980003,-1.309793078
14/12/2002,103.879997,104.279999,103.099998,103.459999,-0.500100005
21/12/2002,103.199997,103.980003,102.389999,102.410004,-1.014880157
28/12/2002,102.419998,103.199997,101.82,102.470001,0.058585097
04/01/2003,102.279999,102.970001,101.220001,101.230003,-1.210108313
11/01/2003,101.419998,101.699997,100.309998,100.550003,-0.671737607
18/01/2003,100.879997,100.959999,99.129997,99.220001,-1.322726962
25/01/2003,99.230003,100.190002,98.760002,99.910004,0.695427326
01/02/2003,100.260002,100.440002,98.650002,99.57,-0.340310266
08/02/2003,99.639999,100.889999,99.410004,100.040001,0.472030732
15/02/2003,100.25,100.690002,99.379997,100.089996,0.049975009
22/02/2003,100.129997,100.449997,99.239998,99.709999,-0.379655325
01/03/2003,99.739998,99.919998,97.57,98.040001,-1.674855097
08/03/2003,97.910004,100.410004,97.57,99.989998,1.988981008
15/03/2003,99.260002,102.150002,99.230003,101.919998,1.930193058
22/03/2003,101.370003,101.639999,99.790001,99.959999,-1.92307598
29/03/2003,99.949997,100.75,98.699997,100.449997,0.490194083
05/04/2003,100.860001,101.809998,99.540001,100.18,-0.268787464
12/04/2003,100.279999,100.43,98.68,99.300003,-0.878415851
19/04/2003,99.209999,99.860001,98.139999,98.360001,-0.94662837
26/04/2003,98.290001,98.980003,96.269997,96.760002,-1.626676478
03/05/2003,96.800003,96.839996,94.68,94.980003,-1.83960207
10/05/2003,94.550003,95.379997,94.059998,94.080002,-0.947568932
17/05/2003,93.559998,94.010002,92.889999,93.050003,-1.094811839
24/05/2003,92.650002,93.919998,92.209999,93.269997,0.23642557
31/05/2003,93.730003,94.050003,92.25,93.480003,0.225159222
07/06/2003,93.489998,93.669998,92.199997,92.220001,-1.347883996
14/06/2003,92.18,94.269997,91.879997,94.040001,1.97354151
21/06/2003,94.059998,95.279999,93.5,95.150002,1.180349839
28/06/2003,95.080002,95.339996,93.959999,94.550003,-0.630582225
05/07/2003,94.519997,96.150002,94.489998,95.800003,1.322051782
12/07/2003,95.989998,97.449997,95.739998,96.860001,1.106469694
19/07/2003,96.709999,96.870003,94.709999,94.959999,-1.961596098
26/07/2003,95.040001,97.550003,94.790001,96.660004,1.790232748
02/08/2003,96.559998,96.650002,95.559998,96.360001,-0.310369323
09/08/2003,96.330002,96.82,95.690002,96.650002,0.300955788
16/08/2003,96.559998,99.25,96.529999,98.830002,2.255561257
23/08/2003,99.010002,99.489998,97.870003,98.099998,-0.738646145
30/08/2003,97.879997,99.370003,97.019997,97.089996,-1.029563731
06/09/2003,97.209999,97.510002,95.779999,96.010002,-1.112363832
13/09/2003,96.129997,96.900002,94.730003,94.959999,-1.093639181
20/09/2003,93.769997,94.389999,93.389999,93.870003,-1.147847527
27/09/2003,93.849998,94.349998,92.080002,93.230003,-0.681793949
04/10/2003,93.139999,93.419998,91.25,91.519997,-1.834179926
11/10/2003,91.93,92.980003,91.489998,92.290001,0.841350552
18/10/2003,91.970001,92.75,91.010002,91.279999,-1.094378577
25/10/2003,91.43,92.75,91.339996,92.730003,1.588523243
01/11/2003,92.639999,94.129997,92.489998,93.019997,0.312729419
08/11/2003,93.18,93.379997,91.199997,91.440002,-1.698554129
15/11/2003,91.07,91.779999,90.209999,90.599998,-0.918639525
22/11/2003,90.620003,91.720001,90.040001,90.209999,-0.430462482
29/11/2003,90.160004,90.540001,89.059998,89.139999,-1.186121286
06/12/2003,89.089996,89.559998,88.370003,88.489998,-0.729191168
13/12/2003,89.199997,89.449997,87.769997,88.110001,-0.429423673
20/12/2003,88.279999,88.300003,87.43,87.629997,-0.544778112
27/12/2003,87.68,87.720001,86.360001,86.919998,-0.810223695
03/01/2004,86.43,86.690002,84.970001,85.110001,-2.082371194
10/01/2004,85.120003,87.870003,84.800003,87.730003,3.078371483
17/01/2004,87.650002,88.07,85.480003,86.559998,-1.33364295
24/01/2004,86.730003,87.860001,86.160004,87.199997,0.739370396
31/01/2004,87.139999,87.669998,85.839996,86.019997,-1.353211056
07/02/2004,86.260002,86.370003,84.739998,85.559998,-0.534758214
14/02/2004,85.529999,87.410004,84.559998,87.239998,1.963534408
21/02/2004,87.199997,88.019997,85.989998,87.309998,0.080238425
28/02/2004,87.099998,89.839996,87.029999,88.18,0.996451747
06/03/2004,88.209999,89.419998,87.599998,89.120003,1.066004763
13/03/2004,89.169998,89.290001,87.360001,88.160004,-1.077198124
20/03/2004,88.199997,89.220001,87.449997,88.889999,0.828034218
27/03/2004,88.849998,89.199997,87.019997,88.510002,-0.427491286
03/04/2004,88.589996,89.580002,88.080002,89.019997,0.576200416
10/04/2004,88.93,90.660004,88.830002,89.940002,1.033481275
17/04/2004,89.75,91.370003,89.389999,91.080002,1.267511646
24/04/2004,91.260002,91.559998,90.230003,90.480003,-0.658760416
01/05/2004,90.629997,91.269997,89.220001,91.129997,0.718384149
08/05/2004,91.160004,92.290001,91.050003,91.660004,0.581594445
15/05/2004,91.610001,91.730003,90.07,90.489998,-1.27646296
22/05/2004,90.519997,90.949997,88.470001,88.949997,-1.70184665
29/05/2004,88.639999,89.470001,88.379997,88.540001,-0.460928627
05/06/2004,88.410004,90.190002,88.040001,90.010002,1.660267657
12/06/2004,90.209999,90.419998,89.040001,89.080002,-1.033218508
19/06/2004,89.07,89.650002,88.620003,88.879997,-0.224522896
26/06/2004,88.989998,89.580002,87.940002,87.970001,-1.023847919
03/07/2004,88.029999,88.360001,87.279999,87.419998,-0.625216544
10/07/2004,87.269997,88.099998,87.089996,87.139999,-0.320291703
17/07/2004,87.099998,89.32,87,89.260002,2.432870122
24/07/2004,89.220001,90.290001,88.760002,89.959999,0.784222479
31/07/2004,89.709999,90.190002,88.260002,88.360001,-1.778566049
07/08/2004,88.360001,89.290001,87.879997,87.900002,-0.520596418
14/08/2004,87.870003,88.330002,87.660004,88.120003,0.250285546
21/08/2004,88.150002,89.830002,88.040001,89.769997,1.872439791
28/08/2004,89.800003,90.07,88.699997,89.629997,-0.15595411
04/09/2004,89.599998,89.730003,88.110001,88.389999,-1.383463172
11/09/2004,88.290001,89.309998,88.230003,88.910004,0.588307508
18/09/2004,88.970001,89.279999,87.860001,88.400002,-0.57361599
25/09/2004,88.279999,88.529999,87.349998,87.629997,-0.87104636
02/10/2004,87.720001,88.639999,87.349998,87.449997,-0.205409114
09/10/2004,87.449997,88.57,86.910004,87.089996,-0.411664966
16/10/2004,87.089996,87.339996,85.82,85.870003,-1.400841722
23/10/2004,85.470001,85.889999,84.730003,84.910004,-1.117967819
30/10/2004,84.699997,85.660004,83.970001,84.010002,-1.05994813
06/11/2004,83.879997,84.669998,83.650002,83.690002,-0.380907026
13/11/2004,83.690002,84.099998,83.010002,83.309998,-0.454061406
20/11/2004,83.269997,83.540001,81.529999,81.779999,-1.836513068
27/11/2004,81.93,82.220001,80.940002,80.980003,-0.978229408
04/12/2004,80.959999,83.18,80.910004,82.550003,1.938750237
11/12/2004,82.669998,82.739998,81.379997,82.160004,-0.472439716
18/12/2004,82.040001,82.129997,81.139999,81.220001,-1.144112651
25/12/2004,81.279999,81.370003,80.389999,80.849998,-0.455556508
01/01/2005,81.050003,83.790001,80.769997,83.610001,3.413732923
08/01/2005,83.489998,83.610001,82,83.059998,-0.657819631
15/01/2005,82.93,84,82.830002,83.260002,0.240794612
22/01/2005,83.150002,84.080002,83.010002,83.480003,0.264233719
29/01/2005,83.599998,84.43,83.239998,84.389999,1.090076626
05/02/2005,84.529999,85.440002,84.360001,84.57,0.213296602
12/02/2005,84.459999,84.529999,83.360001,83.489998,-1.277050964
19/02/2005,83.540001,83.699997,82.400002,82.660004,-0.994123871
26/02/2005,82.57,83.410004,82.300003,82.540001,-0.14517662
05/03/2005,82.540001,82.940002,81.279999,81.419998,-1.356921476
12/03/2005,81.32,82.400002,81.309998,82.129997,0.87202041
19/03/2005,82.110001,84.160004,82.059998,84.129997,2.435163854
26/03/2005,84.300003,84.739998,83.559998,84.43,0.356594569
02/04/2005,84.5,85.120003,84.32,84.470001,0.047377709
09/04/2005,84.489998,85.32,83.949997,84.559998,0.10654315
16/04/2005,84.5,84.730003,83.360001,83.5,-1.253545441
23/04/2005,83.510002,84.480003,83.370003,84.43,1.113772455
30/04/2005,84.459999,84.690002,83.75,84.610001,0.213195547
07/05/2005,84.660004,86.129997,84.220001,86.099998,1.761017589
14/05/2005,86.220001,86.739998,85.769997,86.629997,0.615562151
21/05/2005,86.650002,86.93,86.099998,86.419998,-0.242409105
28/05/2005,86.900002,88.349998,86.860001,88.040001,1.874569587
04/06/2005,88,88.75,87.150002,88.690002,0.7383019
11/06/2005,88.720001,89.360001,87.68,87.730003,-1.082420767
18/06/2005,88.169998,89.349998,87.919998,88.779999,1.196849383
25/06/2005,88.720001,90.230003,88.32,90.129997,1.520610515
02/07/2005,90.279999,90.769997,89.760002,90.25,0.133144351
09/07/2005,90.18,90.239998,88.279999,89.720001,-0.58725651
16/07/2005,89.779999,90.360001,88.440002,89.639999,-0.089168523
23/07/2005,89.75,90.449997,89.150002,89.349998,-0.323517407
30/07/2005,89.410004,89.440002,87.610001,88.059998,-1.443760525
06/08/2005,88.18,88.290001,86.760002,86.980003,-1.22643087
13/08/2005,86.889999,88.900002,86.830002,88.580002,1.839502121
20/08/2005,88.589996,88.660004,87.43,87.860001,-0.812825676
27/08/2005,87.739998,88.68,86.019997,86.300003,-1.775549718
03/09/2005,86.639999,87.199997,86.239998,86.889999,0.683656987
10/09/2005,86.839996,88.300003,86.75,88.050003,1.33502591
17/09/2005,88.519997,89.209999,87.75,89.209999,1.317428689
24/09/2005,89.379997,89.82,89.029999,89.519997,0.347492437
01/10/2005,89.510002,90.239998,88.529999,89.169998,-0.39097298
08/10/2005,89.050003,90.43,88.93,89.349998,0.201861617
15/10/2005,89.519997,90.739998,89.160004,90.309998,1.074426437
22/10/2005,90.32,90.43,88.82,89.589996,-0.797256135
29/10/2005,89.610001,91.370003,89.400002,91.260002,1.864054107
05/11/2005,91.389999,92.129997,91.169998,91.980003,0.788955714
12/11/2005,91.760002,92.629997,91.5,91.93,-0.054362903
19/11/2005,91.870003,92.330002,91.150002,92.040001,0.119657348
26/11/2005,92.050003,92.32,90.800003,91.949997,-0.097787917
03/12/2005,92,92.190002,91.029999,91.25,-0.761280068
10/12/2005,91.43,91.510002,89.519997,89.699997,-1.698633425
17/12/2005,89.599998,91.230003,89.580002,90.839996,1.270901938
24/12/2005,90.900002,91.470001,90.519997,91.169998,0.363278307
31/12/2005,90.75,90.940002,88.800003,88.849998,-2.544696776
07/01/2006,88.959999,89.669998,88.730003,88.889999,0.045020823
14/01/2006,89.110001,89.650002,88.93,88.949997,0.067496907
21/01/2006,88.790001,89.400002,87.830002,89.32,0.415967411
28/01/2006,89.269997,90.230003,88.690002,89.889999,0.638153829
04/02/2006,89.860001,90.57,89.699997,90.550003,0.734235184
11/02/2006,90.550003,91.019997,90.169998,90.639999,0.09938818
18/02/2006,90.449997,90.889999,90.089996,90.610001,-0.033095764
25/02/2006,90.860001,90.889999,89.5,89.660004,-1.048446076
04/03/2006,89.360001,91.160004,89.279999,90.849998,1.327229475
11/03/2006,90.830002,90.870003,88.849998,88.919998,-2.124380894
18/03/2006,89.07,90.620003,88.949997,90.07,1.293299624
25/03/2006,90.050003,90.449997,89.279999,89.730003,-0.377480848
01/04/2006,89.739998,90.400002,88.440002,89.629997,-0.11145213
08/04/2006,89.599998,89.860001,89.209999,89.620003,-0.011150285
15/04/2006,88.760002,89.160004,87.730003,88.050003,-1.751841048
22/04/2006,87.730003,87.919998,86,86.110001,-2.20329578
29/04/2006,85.93,86.360001,85,85.120003,-1.149689918
06/05/2006,85.089996,85.489998,83.610001,83.959999,-1.362786606
13/05/2006,83.610001,85.349998,83.599998,84.879997,1.095757517
20/05/2006,84.910004,85.470001,84.269997,85.260002,0.447696764
27/05/2006,85.07,85.269997,83.910004,84.050003,-1.419187159
03/06/2006,84.059998,86.059998,83.720001,85.720001,1.986910102
10/06/2006,85.889999,86.5,85.660004,85.919998,0.233314276
17/06/2006,86.010002,87.050003,85.629997,86.82,1.047488386
24/06/2006,86.860001,86.889999,85.139999,85.220001,-1.842892191
01/07/2006,85.199997,85.760002,84.769997,84.980003,-0.281621682
08/07/2006,85.029999,86.279999,84.970001,86.089996,1.306181408
15/07/2006,86.169998,87.330002,85.849998,85.93,-0.185847378
22/07/2006,85.860001,86.769997,85.32,85.440002,-0.570229256
29/07/2006,85.389999,85.629997,84.389999,84.57,-1.018260744
05/08/2006,84.529999,85.580002,84.419998,85.519997,1.123326239
12/08/2006,85.489998,85.75,84.610001,85.089996,-0.502807548
19/08/2006,85.019997,85.550003,84.419998,85.379997,0.340816798
26/08/2006,85.389999,85.459999,84.720001,84.940002,-0.515337334
02/09/2006,84.870003,86.059998,84.730003,85.949997,1.189068726
09/09/2006,85.970001,86.169998,85.459999,85.989998,0.04653985
16/09/2006,86.059998,86.139999,84.910004,85.199997,-0.918712662
23/09/2006,85.18,86.220001,84.970001,85.970001,0.903760595
30/09/2006,86.010002,86.650002,85.470001,86.440002,0.546703495
07/10/2006,86.529999,87.300003,86.440002,87.120003,0.786673975
14/10/2006,87.169998,87.199997,86.139999,86.269997,-0.975672602
21/10/2006,86.300003,86.919998,85.43,85.559998,-0.822996435
28/10/2006,85.57,85.910004,85.150002,85.709999,0.175316741
04/11/2006,85.699997,85.93,84.699997,85.050003,-0.770033844
11/11/2006,85.019997,85.699997,84.839996,85.370003,0.376249252
18/11/2006,85.339996,85.480003,83.559998,83.709999,-1.9444816
25/11/2006,83.349998,83.779999,82.360001,82.480003,-1.469353739
02/12/2006,82.360001,83.339996,82.239998,83.330002,1.030551611
09/12/2006,83.339996,84.139999,82.879997,84.059998,0.87603022
16/12/2006,84.029999,84.220001,83.209999,83.940002,-0.14275042
23/12/2006,83.839996,84.129997,83.529999,83.720001,-0.262093156
30/12/2006,83.459999,84.809998,83.150002,84.629997,1.086951731
06/01/2007,84.639999,85.400002,84.43,85.029999,0.472648014
13/01/2007,84.940002,85.260002,84.639999,84.860001,-0.199927087
20/01/2007,84.900002,85.43,84.489998,85.279999,0.494930468
27/01/2007,85.150002,85.379997,84.400002,84.959999,-0.375234526
03/02/2007,84.980003,85.199997,84.650002,84.870003,-0.105927497
10/02/2007,84.830002,85.209999,83.940002,84.089996,-0.919060884
17/02/2007,84.099998,84.529999,83.889999,84.07,-0.023779285
24/02/2007,83.970001,84.089996,83.400002,83.739998,-0.392532413
03/03/2007,83.730003,84.379997,83.610001,84.239998,0.597086234
10/03/2007,84.230003,84.279999,83.029999,83.230003,-1.198949459
17/03/2007,83.169998,83.5,82.650002,83.279999,0.060069684
24/03/2007,83.389999,83.459999,82.639999,82.93,-0.420267776
31/03/2007,82.910004,83.209999,82.589996,82.989998,0.072347763
07/04/2007,83,83.18,81.970001,82.129997,-1.03627066
14/04/2007,82.029999,82.190002,81.510002,81.639999,-0.596612709
21/04/2007,81.629997,81.93,81.269997,81.529999,-0.134737875
28/04/2007,81.519997,82.040001,81.25,81.739998,0.257572676
05/05/2007,81.610001,82.379997,81.540001,82.120003,0.4648948
12/05/2007,82.099998,82.400002,81.660004,82.199997,0.097411102
19/05/2007,82.129997,82.599998,82.080002,82.330002,0.15815694
26/05/2007,82.349998,82.589996,82.050003,82.32,-0.01214867
02/06/2007,82.339996,82.919998,81.699997,82.690002,0.44946793
09/06/2007,82.709999,83.269997,82.620003,82.849998,0.19348893
16/06/2007,82.839996,82.860001,82.32,82.339996,-0.615572737
23/06/2007,82.339996,82.480003,81.900002,81.919998,-0.510077751
30/06/2007,81.870003,81.949997,81.239998,81.459999,-0.561522231
