Date,Federal Funds Effective Rate
07/01/1970,8.45
14/01/1970,8.96
21/01/1970,9.3
28/01/1970,9.04
04/02/1970,9.22
11/02/1970,9.18
18/02/1970,9.39
25/02/1970,8.41
04/03/1970,8.32
11/03/1970,7.71
18/03/1970,7.82
25/03/1970,7.45
01/04/1970,7.93
08/04/1970,7.68
15/04/1970,8.02
22/04/1970,8.21
29/04/1970,8.43
06/05/1970,8.47
13/05/1970,7.97
20/05/1970,7.84
27/05/1970,7.65
03/06/1970,7.84
10/06/1970,7.98
17/06/1970,7.8
24/06/1970,7.21
01/07/1970,7.23
08/07/1970,7.34
15/07/1970,7.59
22/07/1970,7.16
29/07/1970,6.89
05/08/1970,6.93
12/08/1970,6.83
19/08/1970,6.64
26/08/1970,6.34
02/09/1970,6.47
09/09/1970,6.65
16/09/1970,6.47
23/09/1970,5.84
30/09/1970,6.06
07/10/1970,6.36
14/10/1970,6.22
21/10/1970,6.18
28/10/1970,6.11
04/11/1970,6.07
11/11/1970,5.8
18/11/1970,5.7
25/11/1970,5.16
02/12/1970,5.5
09/12/1970,4.91
16/12/1970,5.07
23/12/1970,4.84
30/12/1970,4.82
06/01/1971,3.82
13/01/1971,4.27
20/01/1971,4.13
27/01/1971,4.23
03/02/1971,4.09
10/02/1971,3.59
17/02/1971,4.14
24/02/1971,3.47
03/03/1971,3.41
10/03/1971,3.29
17/03/1971,3.93
24/03/1971,3.7
31/03/1971,4.02
07/04/1971,3.98
14/04/1971,4.2
21/04/1971,4.27
28/04/1971,4.15
05/05/1971,4.41
12/05/1971,4.59
19/05/1971,4.56
26/05/1971,4.68
02/06/1971,4.83
09/06/1971,4.77
16/06/1971,4.9
23/06/1971,4.97
30/06/1971,5.08
07/07/1971,5.18
14/07/1971,5.13
21/07/1971,5.47
28/07/1971,5.38
04/08/1971,5.57
11/08/1971,5.59
18/08/1971,5.59
25/08/1971,5.48
01/09/1971,5.59
08/09/1971,5.73
15/09/1971,5.59
22/09/1971,5.46
29/09/1971,5.43
06/10/1971,5.33
13/10/1971,5.29
20/10/1971,5.14
27/10/1971,5.11
03/11/1971,5.17
10/11/1971,4.93
17/11/1971,4.88
24/11/1971,4.86
01/12/1971,4.68
08/12/1971,4.59
15/12/1971,4.2
22/12/1971,3.9
29/12/1971,4.05
05/01/1972,3.57
12/01/1972,3.72
19/01/1972,3.54
26/01/1972,3.43
02/02/1972,3.23
09/02/1972,3.25
16/02/1972,3.43
23/02/1972,3.34
01/03/1972,3.18
08/03/1972,3.43
15/03/1972,3.88
22/03/1972,3.91
29/03/1972,4.09
05/04/1972,4.16
12/04/1972,4.18
19/04/1972,4.05
26/04/1972,4.2
03/05/1972,4.25
10/05/1972,4.2
17/05/1972,4.32
24/05/1972,4.24
31/05/1972,4.37
07/06/1972,4.48
14/06/1972,4.46
21/06/1972,4.4
28/06/1972,4.49
05/07/1972,4.61
12/07/1972,4.62
19/07/1972,4.46
26/07/1972,4.54
02/08/1972,4.56
09/08/1972,4.69
16/08/1972,4.86
23/08/1972,4.75
30/08/1972,4.9
06/09/1972,4.9
13/09/1972,4.69
20/09/1972,4.93
27/09/1972,4.99
04/10/1972,5.15
11/10/1972,5.09
18/10/1972,4.91
25/10/1972,5.01
01/11/1972,5.06
08/11/1972,5.25
15/11/1972,4.89
22/11/1972,4.98
29/11/1972,5.03
06/12/1972,5.17
13/12/1972,5.29
20/12/1972,5.38
27/12/1972,5.34
03/01/1973,5.61
10/01/1973,5.66
17/01/1973,5.86
24/01/1973,6.03
31/01/1973,6.35
07/02/1973,6.22
14/02/1973,6.58
21/02/1973,6.79
28/02/1973,6.75
07/03/1973,7.02
14/03/1973,7.13
21/03/1973,6.96
28/03/1973,7.11
04/04/1973,7.18
11/04/1973,6.84
18/04/1973,7.24
25/04/1973,7.14
02/05/1973,7.43
09/05/1973,7.6
16/05/1973,7.82
23/05/1973,8.06
30/05/1973,7.95
06/06/1973,8.43
13/06/1973,8.17
20/06/1973,8.56
27/06/1973,8.59
04/07/1973,10.22
11/07/1973,9.52
18/07/1973,10.22
25/07/1973,10.58
01/08/1973,10.57
08/08/1973,10.39
15/08/1973,10.39
22/08/1973,10.52
29/08/1973,10.79
05/09/1973,10.79
12/09/1973,10.74
19/09/1973,10.8
26/09/1973,10.84
03/10/1973,10.72
10/10/1973,9.87
17/10/1973,10.07
24/10/1973,9.98
31/10/1973,9.9
07/11/1973,9.71
14/11/1973,10.03
21/11/1973,10.23
28/11/1973,10.09
05/12/1973,10.17
12/12/1973,10.04
19/12/1973,10.18
26/12/1973,9.52
02/01/1974,9.87
09/01/1974,9.76
16/01/1974,9.77
23/01/1974,9.6
30/01/1974,9.47
06/02/1974,9.13
13/02/1974,8.93
20/02/1974,9.07
27/02/1974,8.81
06/03/1974,8.98
13/03/1974,9.03
20/03/1974,9.33
27/03/1974,9.61
03/04/1974,9.93
10/04/1974,10.02
17/04/1974,10.36
24/04/1974,10.78
01/05/1974,11.17
08/05/1974,11.29
15/05/1974,11.46
22/05/1974,10.95
29/05/1974,11.54
05/06/1974,11.45
12/06/1974,11.6
19/06/1974,11.85
26/06/1974,11.97
03/07/1974,13.55
10/07/1974,13.34
17/07/1974,13.04
24/07/1974,12.6
31/07/1974,12.29
07/08/1974,12.09
14/08/1974,12.02
21/08/1974,12.23
28/08/1974,11.84
04/09/1974,11.64
11/09/1974,11.48
18/09/1974,11.41
25/09/1974,11.12
02/10/1974,11.04
09/10/1974,10.43
16/10/1974,10.11
23/10/1974,9.81
30/10/1974,9.72
06/11/1974,9.63
13/11/1974,9.37
20/11/1974,9.34
27/11/1974,9.46
04/12/1974,9.02
11/12/1974,8.86
18/12/1974,8.72
25/12/1974,8.45
01/01/1975,7.35
08/01/1975,7.7
15/01/1975,7.22
22/01/1975,7.17
29/01/1975,6.99
05/02/1975,6.46
12/02/1975,6.28
19/02/1975,6.29
26/02/1975,6.15
05/03/1975,5.88
12/03/1975,5.44
19/03/1975,5.38
26/03/1975,5.53
02/04/1975,5.59
09/04/1975,5.28
16/04/1975,5.44
23/04/1975,5.54
30/04/1975,5.71
07/05/1975,5.42
14/05/1975,5.2
21/05/1975,5.13
28/05/1975,5.14
04/06/1975,5.24
11/06/1975,5.15
18/06/1975,5.31
25/06/1975,5.72
02/07/1975,6.31
09/07/1975,6.06
16/07/1975,5.93
23/07/1975,6.14
30/07/1975,6.25
06/08/1975,6.09
13/08/1975,6.08
20/08/1975,6.15
27/08/1975,6.23
03/09/1975,6.06
10/09/1975,6.15
17/09/1975,6.28
24/09/1975,6.29
01/10/1975,6.36
08/10/1975,6.06
15/10/1975,5.82
22/10/1975,5.73
29/10/1975,5.65
05/11/1975,5.17
12/11/1975,5.24
19/11/1975,5.24
26/11/1975,5.28
03/12/1975,5.25
10/12/1975,5.26
17/12/1975,5.17
24/12/1975,5.18
31/12/1975,5.18
07/01/1976,5.12
14/01/1976,4.76
21/01/1976,4.81
28/01/1976,4.8
04/02/1976,4.82
11/02/1976,4.73
18/02/1976,4.7
25/02/1976,4.8
03/03/1976,4.95
10/03/1976,4.86
17/03/1976,4.77
24/03/1976,4.79
31/03/1976,4.84
07/04/1976,4.73
14/04/1976,4.77
21/04/1976,4.78
28/04/1976,4.93
05/05/1976,5.03
12/05/1976,5.02
19/05/1976,5.28
26/05/1976,5.5
02/06/1976,5.54
09/06/1976,5.44
16/06/1976,5.47
23/06/1976,5.48
30/06/1976,5.58
07/07/1976,5.37
14/07/1976,5.27
21/07/1976,5.3
28/07/1976,5.28
04/08/1976,5.36
11/08/1976,5.25
18/08/1976,5.29
25/08/1976,5.28
01/09/1976,5.28
08/09/1976,5.25
15/09/1976,5.22
22/09/1976,5.21
29/09/1976,5.32
06/10/1976,5.17
13/10/1976,5.02
20/10/1976,4.97
27/10/1976,4.99
03/11/1976,5.06
10/11/1976,4.98
17/11/1976,5.02
24/11/1976,4.9
01/12/1976,4.78
08/12/1976,4.67
15/12/1976,4.68
22/12/1976,4.63
29/12/1976,4.66
05/01/1977,4.47
12/01/1977,4.55
19/01/1977,4.65
26/01/1977,4.72
02/02/1977,4.6
09/02/1977,4.66
16/02/1977,4.7
23/02/1977,4.74
02/03/1977,4.68
09/03/1977,4.63
16/03/1977,4.62
23/03/1977,4.77
30/03/1977,4.74
06/04/1977,4.6
13/04/1977,4.65
20/04/1977,4.71
27/04/1977,4.82
04/05/1977,5.15
11/05/1977,5.31
18/05/1977,5.34
25/05/1977,5.45
01/06/1977,5.36
08/06/1977,5.31
15/06/1977,5.37
22/06/1977,5.43
29/06/1977,5.43
06/07/1977,5.35
13/07/1977,5.33
20/07/1977,5.35
27/07/1977,5.45
03/08/1977,5.8
10/08/1977,5.7
17/08/1977,5.94
24/08/1977,5.99
31/08/1977,6.02
07/09/1977,5.97
14/09/1977,6.05
21/09/1977,6.1
28/09/1977,6.35
05/10/1977,6.41
12/10/1977,6.41
19/10/1977,6.5
26/10/1977,6.49
02/11/1977,6.5
09/11/1977,6.58
16/11/1977,6.42
23/11/1977,6.51
30/11/1977,6.55
07/12/1977,6.51
14/12/1977,6.49
21/12/1977,6.54
28/12/1977,6.65
04/01/1978,6.69
11/01/1978,6.58
18/01/1978,6.78
25/01/1978,6.72
01/02/1978,6.8
08/02/1978,6.75
15/02/1978,6.76
22/02/1978,6.78
01/03/1978,6.8
08/03/1978,6.76
15/03/1978,6.77
22/03/1978,6.77
29/03/1978,6.82
05/04/1978,6.86
12/04/1978,6.74
19/04/1978,6.78
26/04/1978,7
03/05/1978,7.27
10/05/1978,7.32
17/05/1978,7.34
24/05/1978,7.43
31/05/1978,7.36
07/06/1978,7.47
14/06/1978,7.49
21/06/1978,7.53
28/06/1978,7.78
05/07/1978,7.72
12/07/1978,7.72
19/07/1978,7.94
26/07/1978,7.88
02/08/1978,7.89
09/08/1978,7.83
16/08/1978,7.87
23/08/1978,8.14
30/08/1978,8.28
06/09/1978,8.3
13/09/1978,8.33
20/09/1978,8.36
27/09/1978,8.62
04/10/1978,8.85
11/10/1978,8.71
18/10/1978,8.78
25/10/1978,9.24
01/11/1978,9.29
08/11/1978,9.77
15/11/1978,9.68
22/11/1978,9.68
29/11/1978,9.85
06/12/1978,9.87
13/12/1978,9.79
20/12/1978,9.75
27/12/1978,10.25
03/01/1979,10.59
10/01/1979,9.97
17/01/1979,10.05
24/01/1979,10.05
31/01/1979,10.12
07/02/1979,10.06
14/02/1979,10.15
21/02/1979,9.97
28/02/1979,10.06
07/03/1979,10.07
14/03/1979,10.21
21/03/1979,10.09
28/03/1979,10
04/04/1979,9.95
11/04/1979,9.93
18/04/1979,9.96
25/04/1979,10.09
02/05/1979,10.22
09/05/1979,10.25
16/05/1979,10.25
23/05/1979,10.17
30/05/1979,10.28
06/06/1979,10.23
13/06/1979,10.23
20/06/1979,10.28
27/06/1979,10.32
04/07/1979,10.42
11/07/1979,10.28
18/07/1979,10.35
25/07/1979,10.63
01/08/1979,10.75
08/08/1979,10.67
15/08/1979,10.8
22/08/1979,11.04
29/08/1979,11.16
05/09/1979,11.02
12/09/1979,11.3
19/09/1979,11.37
26/09/1979,11.61
03/10/1979,11.91
10/10/1979,12
17/10/1979,13.22
24/10/1979,15.14
31/10/1979,15.61
07/11/1979,13.77
14/11/1979,13.3
21/11/1979,13.1
28/11/1979,12.46
05/12/1979,13.77
12/12/1979,13.79
19/12/1979,13.9
26/12/1979,13.49
02/01/1980,14.04
09/01/1980,13.94
16/01/1980,13.91
23/01/1980,13.77
30/01/1980,13.54
06/02/1980,12.8
13/02/1980,13.64
20/02/1980,14.87
27/02/1980,14.62
05/03/1980,16.17
12/03/1980,16.45
19/03/1980,16.24
26/03/1980,17.78
02/04/1980,19.39
09/04/1980,19.04
16/04/1980,18.35
23/04/1980,17.56
30/04/1980,15.12
07/05/1980,12.96
14/05/1980,10.85
21/05/1980,10.71
28/05/1980,9.46
04/06/1980,10.74
11/06/1980,9.68
18/06/1980,8.99
25/06/1980,9.08
02/07/1980,9.41
09/07/1980,9.26
16/07/1980,8.98
23/07/1980,8.68
30/07/1980,8.98
06/08/1980,9.6
13/08/1980,8.85
20/08/1980,9.35
27/08/1980,10.03
03/09/1980,10.47
10/09/1980,10.22
17/09/1980,10.64
24/09/1980,10.85
01/10/1980,12.38
08/10/1980,12.59
15/10/1980,12.64
22/10/1980,12.55
29/10/1980,13.17
05/11/1980,13.99
12/11/1980,14.65
19/11/1980,15.22
26/11/1980,17.43
03/12/1980,17.72
10/12/1980,18.82
17/12/1980,19.83
24/12/1980,19.44
31/12/1980,18.45
07/01/1981,20.06
14/01/1981,19.64
21/01/1981,19.35
28/01/1981,18.12
04/02/1981,17.19
11/02/1981,16.51
18/02/1981,15.81
25/02/1981,14.96
04/03/1981,15.73
11/03/1981,15.53
18/03/1981,14.13
25/03/1981,13.48
01/04/1981,14.93
08/04/1981,15.43
15/04/1981,15.33
22/04/1981,15.55
29/04/1981,16.28
06/05/1981,18.91
13/05/1981,18.21
20/05/1981,18.89
27/05/1981,18.71
03/06/1981,18.4
10/06/1981,19.33
17/06/1981,19.1
24/06/1981,19.2
01/07/1981,18.84
08/07/1981,19.93
15/07/1981,18.76
22/07/1981,19.05
29/07/1981,18.54
05/08/1981,18.25
12/08/1981,18.29
19/08/1981,18.19
26/08/1981,17.41
02/09/1981,16.89
09/09/1981,16.5
16/09/1981,16.09
23/09/1981,15.33
30/09/1981,15
07/10/1981,15.46
14/10/1981,14.93
21/10/1981,15.32
28/10/1981,14.87
04/11/1981,14.79
11/11/1981,14.01
18/11/1981,13.17
25/11/1981,12.42
02/12/1981,12.48
09/12/1981,12.04
16/12/1981,12.26
23/12/1981,12.43
30/12/1981,12.54
06/01/1982,12.98
13/01/1982,12.42
20/01/1982,12.96
27/01/1982,13.98
03/02/1982,14.77
10/02/1982,15.19
17/02/1982,15.61
24/02/1982,13.86
03/03/1982,14.07
10/03/1982,14.35
17/03/1982,14.89
24/03/1982,14.48
31/03/1982,14.99
07/04/1982,15.15
14/04/1982,14.68
21/04/1982,15.01
28/04/1982,14.72
05/05/1982,15.53
12/05/1982,14.97
19/05/1982,14.67
26/05/1982,13.7
02/06/1982,13.43
09/06/1982,13.6
16/06/1982,14.24
23/06/1982,14.17
30/06/1982,14.81
07/07/1982,14.47
14/07/1982,13.18
21/07/1982,12.14
28/07/1982,11.02
04/08/1982,11.15
11/08/1982,10.9
18/08/1982,10.11
25/08/1982,9.04
01/09/1982,10.15
08/09/1982,10.14
15/09/1982,10.27
22/09/1982,10.31
29/09/1982,10.12
06/10/1982,10.77
13/10/1982,9.6
20/10/1982,9.53
27/10/1982,9.44
03/11/1982,9.43
10/11/1982,9.45
17/11/1982,9.61
24/11/1982,8.91
01/12/1982,8.69
08/12/1982,8.84
15/12/1982,8.86
22/12/1982,8.69
29/12/1982,8.79
05/01/1983,10.21
12/01/1983,8.42
19/01/1983,8.49
26/01/1983,8.44
02/02/1983,8.53
09/02/1983,8.5
16/02/1983,8.62
23/02/1983,8.47
02/03/1983,8.44
09/03/1983,8.59
16/03/1983,8.57
23/03/1983,8.75
30/03/1983,8.88
06/04/1983,9.43
13/04/1983,8.76
20/04/1983,8.7
27/04/1983,8.58
04/05/1983,8.8
11/05/1983,8.48
18/05/1983,8.59
25/05/1983,8.72
01/06/1983,8.77
08/06/1983,8.84
15/06/1983,8.84
22/06/1983,9.14
29/06/1983,8.9
06/07/1983,9.39
13/07/1983,9.21
20/07/1983,9.43
27/07/1983,9.46
03/08/1983,9.59
10/08/1983,9.66
17/08/1983,9.67
24/08/1983,9.41
31/08/1983,9.44
07/09/1983,9.53
14/09/1983,9.54
21/09/1983,9.48
28/09/1983,9.04
05/10/1983,10
12/10/1983,9.46
19/10/1983,9.36
26/10/1983,9.36
02/11/1983,9.4
09/11/1983,9.36
16/11/1983,9.42
23/11/1983,9.26
30/11/1983,9.27
07/12/1983,9.49
14/12/1983,9.52
21/12/1983,9.62
28/12/1983,8.96
04/01/1984,10.06
11/01/1984,9.53
18/01/1984,9.54
25/01/1984,9.53
01/02/1984,9.41
08/02/1984,9.58
15/02/1984,9.53
22/02/1984,9.6
29/02/1984,9.62
07/03/1984,9.74
14/03/1984,9.79
21/03/1984,10.04
28/03/1984,9.97
04/04/1984,10.41
11/04/1984,10.13
18/04/1984,10.37
25/04/1984,9.98
02/05/1984,10.7
09/05/1984,10.46
16/05/1984,10.52
23/05/1984,9.75
30/05/1984,10.3
06/06/1984,10.72
13/06/1984,10.85
20/06/1984,11.49
27/06/1984,11.27
04/07/1984,10.91
11/07/1984,11.25
18/07/1984,11.21
25/07/1984,11.19
01/08/1984,11.53
08/08/1984,11.59
15/08/1984,11.63
22/08/1984,11.77
29/08/1984,11.5
05/09/1984,11.68
12/09/1984,11.52
19/09/1984,11.46
26/09/1984,10.73
03/10/1984,11.2
10/10/1984,10.01
17/10/1984,10.22
24/10/1984,9.45
31/10/1984,9.73
07/11/1984,9.87
14/11/1984,9.55
21/11/1984,9.47
28/11/1984,9
05/12/1984,8.83
12/12/1984,8.7
19/12/1984,7.99
26/12/1984,7.95
02/01/1985,8.75
09/01/1985,8.27
16/01/1985,8.23
23/01/1985,8.19
30/01/1985,8.45
06/02/1985,8.59
13/02/1985,8.44
20/02/1985,8.57
27/02/1985,8.4
06/03/1985,8.63
13/03/1985,8.52
20/03/1985,8.75
27/03/1985,8.38
03/04/1985,8.68
10/04/1985,8.45
17/04/1985,8.46
24/04/1985,7.69
01/05/1985,8.35
08/05/1985,8.19
15/05/1985,8.14
22/05/1985,7.91
29/05/1985,7.6
05/06/1985,7.75
12/06/1985,7.62
19/06/1985,7.13
26/06/1985,7.46
03/07/1985,8.06
10/07/1985,8.07
17/07/1985,7.77
24/07/1985,7.88
31/07/1985,7.64
07/08/1985,7.92
14/08/1985,7.88
21/08/1985,8.06
28/08/1985,7.78
04/09/1985,7.88
11/09/1985,7.8
18/09/1985,7.85
25/09/1985,7.96
02/10/1985,8.12
09/10/1985,7.84
16/10/1985,8.03
23/10/1985,8.14
30/10/1985,7.89
06/11/1985,8.3
13/11/1985,7.95
20/11/1985,8.13
27/11/1985,7.71
04/12/1985,8.49
11/12/1985,8.03
18/12/1985,8.05
25/12/1985,8.02
01/01/1986,9.55
08/01/1986,8.2
15/01/1986,7.94
22/01/1986,7.87
29/01/1986,7.83
05/02/1986,7.97
12/02/1986,7.85
19/02/1986,7.84
26/02/1986,7.82
05/03/1986,7.89
12/03/1986,7.52
19/03/1986,7.47
26/03/1986,7.25
02/04/1986,7.39
09/04/1986,7.05
16/04/1986,6.97
23/04/1986,6.92
30/04/1986,6.88
07/05/1986,6.87
14/05/1986,6.82
21/05/1986,6.87
28/05/1986,6.85
04/06/1986,6.95
11/06/1986,6.89
18/06/1986,6.87
25/06/1986,6.86
02/07/1986,7.02
09/07/1986,6.87
16/07/1986,6.51
23/07/1986,6.42
30/07/1986,6.32
06/08/1986,6.36
13/08/1986,6.31
20/08/1986,6.38
27/08/1986,5.87
03/09/1986,5.83
10/09/1986,5.82
17/09/1986,5.88
24/09/1986,5.81
01/10/1986,6.08
08/10/1986,5.75
15/10/1986,5.83
22/10/1986,5.91
29/10/1986,5.86
05/11/1986,6.02
12/11/1986,5.98
19/11/1986,6.13
26/11/1986,6
03/12/1986,6.25
10/12/1986,5.97
17/12/1986,6.3
24/12/1986,6.31
31/12/1986,9.2
07/01/1987,7.62
14/01/1987,6.01
21/01/1987,6.01
28/01/1987,6.13
04/02/1987,6.22
11/02/1987,6.14
18/02/1987,6.21
25/02/1987,5.95
04/03/1987,6.06
11/03/1987,6.12
18/03/1987,6.08
25/03/1987,6.14
01/04/1987,6.21
08/04/1987,6.13
15/04/1987,6.41
22/04/1987,6.26
29/04/1987,6.5
06/05/1987,7.3
13/05/1987,6.75
20/05/1987,6.77
